Feature 1,Feature 2,Correlation
propertyTaxLevy,preKEnrollment2023Percent,0.20344323791929317
repVotePercent2020,veteranPercent,0.20240249420085568
demVotePercent2024,computingDeviceAccess2022Percent,0.20221415779778557
repVotePercent2020,numberOfFarmsChangeSince2017Percent,0.20190088205385845
demVotePercent2016,Area (Square Mile),0.20177901826662473
repVotePercent2012,numberOfFarmsChangeSince2017Percent,0.20151791153460683
demVotePercent2000,k12FundingADM,0.20135272034423682
computingDeviceAccess2022Percent,agriculturalLandChangeSince2017Percent,0.2013418353846842
localSalesTaxRate,populationChangeSince2014,0.20103214912195583
educationalAttainmentPercent,agriculturalLandChangeSince2017Percent,0.20101677925454473
demVotePercent2004,preKEnrollment2022Percent,0.2009362076076641
localSalesTaxRate,computingDeviceAccess2022Percent,0.20059646994303248
overDoseDeathsPerHundredThousand,preKEnrollment2023Percent,0.2001585228968809
demVotePercent2012,puvDeferredShare,0.20012166589744868
demVotePercent2004,Lat,0.20009478820628568
agriculturalLandChangeSince2017Percent,medianAge,0.2000063176092329
repVotePercent2008,numberOfFarmsChangeSince2017Percent,0.19856673263004598
repVotePercent2016,preKEnrollment2022Percent,0.19796140873036078
propertyTaxPerCapita,propertyTaxRate,0.19752612935668923
demVotePercent2020,youthOpportunity2022Percent,0.19749768707394377
repVotePercent2000,educationalAttainmentPercent,0.19733097290142682
foodInsecurity2022Percent,agriculturalLandChangeSince2017Percent,0.19718695782056755
drugOverdoseEmergenciesPerHundredThousand,uninsuredResidents2021Percent,0.19713016870219194
overDoseDeathsPerHundredThousand,agriculturalLandChangeSince2017Percent,0.19689440975956818
repVotePercent2016,numberOfFarmsChangeSince2017Percent,0.19688486014327816
demVotePercent2008,Area (Square Mile),0.19686711359064926
Long,adultsWithoutHSDiplomaPercent,0.1967496347461625
localSalesTaxRate,drugOverdoseEmergenciesPerHundredThousand,0.19595750445544816
repVotePercent2024,numberOfFarmsChangeSince2017Percent,0.1958697045806428
numberOfFarmsChangeSince2017Percent,veteranPercent,0.1954126337738314
demVotePercent2012,agriculturalLandChangeSince2017Percent,0.19489535925260085
youthOpportunity2022Percent,preKEnrollment2022Percent,0.1948018013006017
repVotePercent2000,uninsuredResidents2021Percent,0.19464452554642278
uninsuredResidents2020Percent,numberOfFarmsChangeSince2017Percent,0.19383119657889789
repVotePercent2016,veteranPercent,0.19343663801130906
Lat,propertyTaxRate,0.1931389801333241
repVotePercent2000,over65in2024Percent,0.19283593941331004
repVotePercent2008,preKEnrollment2023Percent,0.1928120311938814
demVotePercent2012,Lat,0.1926958604901398
repVotePercent2008,medianAgeChangePercent,0.19180102862360907
broadbandInternetAccess2022Percent,numberOfFarmsChangeSince2017Percent,0.19118106875808394
demVotePercent2008,propertyTaxPerCapita,0.1908058147805744
drugOverdoseEmergenciesPerHundredThousand,averageWeeklyWageAsPercentofStateAverage,0.1906684280063874
drugOverdoseEmergenciesPerHundredThousand,averageWeeklyWage,0.1906684280063874
demVotePercent2008,puvDeferredShare,0.19062913025966863
childPovertyPercent,veteranPercent,0.19039549192748617
repVotePercent2016,drugOverdoseEmergenciesPerHundredThousand,0.18961059799301228
overDoseDeathsPerHundredThousand,over65ChangeSince2014Percent,0.1892887255253954
computingDeviceAccess2019Percent,numberOfFarmsChangeSince2017Percent,0.18915101701886305
demVotePercent2008,agriculturalLandChangeSince2017Percent,0.18908821475731505
repVotePercent2012,preKEnrollment2023Percent,0.18902620525139469
demVotePercent2020,Area (Square Mile),0.18897914266522886
foodInsecurity2021Percent,medianAge,0.1889622274392458
demVotePercent2004,Area (Square Mile),0.18857127122579506
perCapitaIncomeAsPercentofStatePCI,under18ChangeSince2014Percent,0.1884805532404945
perCapitaIncome,under18ChangeSince2014Percent,0.1884805532404945
numberOfFarmsChangeSince2017Percent,populationPercentOfState,0.18823089376493263
repVotePercent2016,broadbandInternetAccess2019Percent,0.18808347155541533
numberOfFarmsChangeSince2017Percent,population,0.18799519835048598
repVotePercent2024,adultsWithoutHSDiplomaPercent,0.1879804403691271
demVotePercent2016,propertyTaxPerCapita,0.1872688987310486
repVotePercent2004,numberOfFarmsChangeSince2017Percent,0.18724121067023594
youthOpportunity2022Percent,preKEnrollment2023Percent,0.18662624838855468
demVotePercent2016,Lat,0.18630955793727286
repVotePercent2020,populationChangeSince2014,0.1858352451225642
demVotePercent2000,k12Funding,0.18563384046968265
Area (Square Mile),agriculturalLandChangeSince2017Percent,0.18553790064835238
overDoseDeathsPerHundredThousand,childPovertyPercent,0.18540014464267152
demVotePercent2020,medianAgeChangePercent,0.18537322356818914
overDoseDeathsPerHundredThousand,adultsWithoutHSDiplomaPercent,0.1846521840869521
propertyTaxRate,drugOverdoseEmergenciesPerHundredThousand,0.18460024264279973
preKEnrollment2023Percent,agriculturalLandChangeSince2017Percent,0.18454738376081722
repVotePercent2016,foodInsecurity2022Percent,0.18394983896935327
propertyTaxPerCapita,veteranPercent,0.18330799031782902
k12Funding,numberOfFarmsChangeSince2017Percent,0.1832849517775404
demVotePercent2012,educationalAttainmentPercent,0.18307949384761724
repVotePercent2024,PropertyValuationPerCapita,0.18298393827841705
overDoseDeathsPerHundredThousand,over65in2024Percent,0.18282941230577185
drugOverdoseEmergenciesPerHundredThousand,agriculturalLandAcres,0.1823323592504894
demVotePercent2024,medicaidEnrollmentTraditionalPercent,0.1821197037838644
Area (Square Mile),medianAgeChangePercent,0.1817914164817342
drugOverdoseEmergenciesPerHundredThousand,veteranPercent,0.1808206738941463
Area (Square Mile),perCapitaIncomeAsPercentofStatePCI,0.18035411809933785
Area (Square Mile),perCapitaIncome,0.18035411809933785
propertyTaxTotalLevy,numberOfFarmsChangeSince2017Percent,0.17988625856744722
foodInsecurity2021Percent,agriculturalLandChangeSince2017Percent,0.17947414686356036
repVotePercent2008,veteranPercent,0.17932844018852642
demVotePercent2004,agriculturalLandChangeSince2017Percent,0.17915070764434915
Area (Square Mile),averageWeeklyWage,0.1788730732681203
Area (Square Mile),averageWeeklyWageAsPercentofStateAverage,0.1788730732681203
demVotePercent2024,Lat,0.17886615344339246
educationalAttainmentGoal2030,numberOfFarmsChangeSince2017Percent,0.17863802021962605
agriculturalLandChangeSince2017Percent,over65ChangeSince2014Percent,0.17797618801724216
propertyTaxPerCapita,uninsuredResidents2021Percent,0.17743292231630012
preKEnrollment2023Percent,childPovertyPercent,0.17694041788609766
repVotePercent2008,overDoseDeathsPerHundredThousand,0.17642380973227326
propertyTaxRate,numberOfFarmsChangeSince2017Percent,0.17638921169728264
repVotePercent2012,drugOverdoseEmergenciesPerHundredThousand,0.17638731811367608
PropertyValuationPerCapita,uninsuredResidents2020Percent,0.17631591009258663
puvValuationDeferred,drugOverdoseEmergenciesPerHundredThousand,0.1758805054259056
demVotePercent2024,agriculturalLandAcres,0.1757868511102728
demVotePercent2008,perCapitaIncome,0.1757808798241558
demVotePercent2008,perCapitaIncomeAsPercentofStatePCI,0.1757808798241558
Long,k12FundingADM,0.1755503014204176
repVotePercent2004,overDoseDeathsPerHundredThousand,0.17529888069975016
Gdp2021,numberOfFarmsChangeSince2017Percent,0.1750855299454769
gdp2022,numberOfFarmsChangeSince2017Percent,0.1748346630304154
Area (Square Mile),propertyTaxLevy,0.17446408360305574
repVotePercent2012,overDoseDeathsPerHundredThousand,0.17432603299160246
demVotePercent2024,Area (Square Mile),0.1742336056186346
puvDeferredShare,under18Percent,0.17309139760995665
overDoseDeathsPerHundredThousand,numberOfFarmsChangeSince2017Percent,0.17258937459589604
demVotePercent2020,Lat,0.17256517380725536
propertyTaxPerCapita,broadbandInternetAccess2022Percent,0.17214512702117182
uninsuredResidents2021Percent,agriculturalLandAcres,0.17189657196429253
medicaidEnrollmentExpansionPercent,preKEnrollment2022Percent,0.1715217700395258
propertyTaxPerCapita,propertyTaxLevy,0.1708469544504038
demVotePercent2012,foodInsecurity2021Percent,0.17074859628785022
Long,perCapitaIncome,0.17054897728719504
Long,perCapitaIncomeAsPercentofStatePCI,0.17054897728719504
demVotePercent2000,propertyTaxTotalLevy,0.17053651420334967
computingDeviceAccess2019Percent,under18ChangeSince2014Percent,0.1702978064022867
adultsWithoutHSDiplomaPercent,preKEnrollment2022Percent,0.17016840153528032
youthOpportunity2022Percent,medianAge,0.1696389679572651
demVotePercent2024,childPovertyPercent,0.16899689353478092
Area (Square Mile),foodInsecurity2022Percent,0.16810693039333802
adultsWithoutHSDiplomaPercent,numberOfFarms,0.16798405946706407
demVotePercent2012,propertyTaxPerCapita,0.1674822227888038
localSalesTaxRate,numberOfFarmsChangeSince2017Percent,0.16679762563098346
propertyTaxPerCapita,uninsuredResidents2020Percent,0.16628419922446477
demVotePercent2000,educationalAttainmentGoal2030,0.16619495916298724
repVotePercent2012,veteranPercent,0.16514494257025011
propertyTaxLevy,drugOverdoseEmergenciesPerHundredThousand,0.1646898902342553
demVotePercent2000,veteranPercent,0.16438422221830928
demVotePercent2016,adultsWithoutHSDiplomaPercent,0.16388661562467358
repVotePercent2004,uninsuredResidents2020Percent,0.16341907735632635
educationalAttainmentPercent,under18ChangeSince2014Percent,0.163415330379339
agriculturalLandChangeSince2017Percent,over65in2024Percent,0.16186223861609564
preKEnrollment2022Percent,agriculturalLandChangeSince2017Percent,0.16158356293845333
repVotePercent2000,numberOfFarmsChangeSince2017Percent,0.16130784421852598
broadbandInternetAccess2022Percent,agriculturalLandChangeSince2017Percent,0.1610215437587979
localSalesTaxRate,agriculturalLandChangeSince2017Percent,0.16090370813614488
repVotePercent2024,puvDeferredShare,0.16069992045058004
repVotePercent2004,agriculturalLandChangeSince2017Percent,0.1604370849948492
repVotePercent2004,veteranPercent,0.16016098278275423
repVotePercent2000,perCapitaIncomeAsPercentofStatePCI,0.16012717878583552
repVotePercent2000,perCapitaIncome,0.16012717878583552
numberOfFarmsChangeSince2017Percent,medianAge,0.15992060737033625
demVotePercent2020,medicaidEnrollmentExpansionPercent,0.15932075456807498
k12FundingADM,agriculturalLandChangeSince2017Percent,0.15913130988725369
demVotePercent2004,preKEnrollment2023Percent,0.1590412110008195
demVotePercent2000,Lat,0.15880518766355387
Area (Square Mile),uninsuredResidents2020Percent,0.15840377579961726
uninsuredResidents2020Percent,agriculturalLandChangeSince2017Percent,0.1582181690397814
under18ChangeSince2014Percent,medianAgeChangePercent,0.15795362831038645
k12FundingADM,preKEnrollment2022Percent,0.15789942030894652
demVotePercent2024,broadbandInternetAccess2019Percent,0.15783180123571436
k12FundingADM,preKEnrollment2023Percent,0.15728769058357525
computingDeviceAccess2019Percent,veteranPercent,0.1571075682065141
propertyTaxLevy,numberOfFarmsChangeSince2017Percent,0.15700418959165488
demVotePercent2024,youthOpportunity2022Percent,0.15658587795336146
demVotePercent2020,youthOpportunity2019Percent,0.1564461634995977
demVotePercent2000,under18ChangeSince2014Percent,0.15621474632173743
Lat,youthOpportunity2019Percent,0.15617529668502222
uninsuredResidents2020Percent,under18ChangeSince2014Percent,0.15590212991410318
localSalesTaxRate,broadbandInternetAccess2022Percent,0.15543739135213397
medianAge,populationChangeSince2014,0.1553831500723945
youthOpportunity2019Percent,veteranPercent,0.1553221354501099
Area (Square Mile),numberOfFarmsChangeSince2017Percent,0.15528357012005833
demVotePercent2008,foodInsecurity2021Percent,0.15519067248452267
medicaidEnrollmentTraditionalPercent,veteranPercent,0.15415859395006823
perCapitaIncome,medianAge,0.1537230019001405
perCapitaIncomeAsPercentofStatePCI,medianAge,0.1537230019001405
medicaidEnrollmentExpansionPercent,preKEnrollment2023Percent,0.1535028825205554
uninsuredResidents2020Percent,medianAge,0.1533889107239453
youthOpportunity2019Percent,agriculturalLandChangeSince2017Percent,0.15338264889223868
broadbandInternetAccess2019Percent,veteranPercent,0.15285268317932302
demVotePercent2020,computingDeviceAccess2019Percent,0.15134705120473432
repVotePercent2016,foodInsecurity2021Percent,0.15120744264769517
demVotePercent2012,perCapitaIncomeAsPercentofStatePCI,0.15103073824095126
demVotePercent2012,perCapitaIncome,0.15103073824095126
Long,Lat,0.15012908505790076
demVotePercent2012,foodInsecurity2022Percent,0.1497276387601556
foodInsecurity2022Percent,numberOfFarmsChangeSince2017Percent,0.14962525192485127
overDoseDeathsPerHundredThousand,medianAge,0.1488626410241563
puvDeferredShare,veteranPercent,0.14844000773032007
Lat,propertyTaxPerCapita,0.1482328727631609
repVotePercent2016,medianAgeChangePercent,0.147700831714038
youthOpportunity2022Percent,over65in2024Percent,0.1473849976521638
drugOverdoseEmergenciesPerHundredThousand,broadbandInternetAccess2022Percent,0.14704792546393985
propertyTaxRate,uninsuredResidents2021Percent,0.14628046559544533
repVotePercent2008,agriculturalLandChangeSince2017Percent,0.14604499793881423
demVotePercent2020,computingDeviceAccess2022Percent,0.14582081975913444
repVotePercent2020,adultsWithoutHSDiplomaPercent,0.14567112765880855
repVotePercent2008,preKEnrollment2022Percent,0.14413390648783367
uninsuredResidents2020Percent,veteranPercent,0.14308862562935654
puvDeferredShare,propertyTaxPerCapita,0.14198521058369873
demVotePercent2016,puvDeferredShare,0.1419730407675217
repVotePercent2012,puvValuationDeferred,0.1418465204775024
propertyTaxPerCapita,broadbandInternetAccess2019Percent,0.14172621962576218
repVotePercent2012,preKEnrollment2022Percent,0.14136639750226648
demVotePercent2004,under18ChangeSince2014Percent,0.14103077919922
repVotePercent2024,agriculturalLandChangeSince2017Percent,0.14057951384566178
Area (Square Mile),populationChangeSince2014,0.14021719702624083
demVotePercent2000,populationPercentOfState,0.14008496331271428
demVotePercent2008,foodInsecurity2022Percent,0.13993759334708653
demVotePercent2000,population,0.1398827473191848
Area (Square Mile),propertyTaxRate,0.13979603506412383
preKEnrollment2023Percent,perCapitaIncome,0.1396463079531527
preKEnrollment2023Percent,perCapitaIncomeAsPercentofStatePCI,0.1396463079531527
medicaidEnrollmentExpansionPercent,agriculturalLandChangeSince2017Percent,0.1390809825688995
computingDeviceAccess2022Percent,veteranPercent,0.139024632657587
adultsWithoutHSDiplomaPercent,Gdp2021,0.13832275075617367
demVotePercent2004,educationalAttainmentPercent,0.1382151895820643
youthOpportunity2019Percent,over65ChangeSince2014Percent,0.1376626481650986
repVotePercent2008,puvValuationDeferred,0.1373581487840038
repVotePercent2000,uninsuredResidents2020Percent,0.1367238225682275
propertyTaxRate,uninsuredResidents2020Percent,0.13631884660891475
adultsWithoutHSDiplomaPercent,gdp2022,0.13627269746596057
youthOpportunity2022Percent,over65ChangeSince2014Percent,0.13489301359232475
repVotePercent2004,under18ChangeSince2014Percent,0.13468527265379313
repVotePercent2000,overDoseDeathsPerHundredThousand,0.1343240378457355
childPovertyPercent,under18ChangeSince2014Percent,0.13397601698623693
propertyTaxLevy,uninsuredResidents2021Percent,0.13330371019332193
youthOpportunity2019Percent,medianAge,0.13307945044347208
repVotePercent2020,broadbandInternetAccess2022Percent,0.13283668143511815
puvDeferredShare,numberOfFarmsChangeSince2017Percent,0.1326429655206698
repVotePercent2016,computingDeviceAccess2019Percent,0.1323585528550378
Area (Square Mile),foodInsecurity2021Percent,0.1321279429746798
numberOfFarmsChangeSince2017Percent,over65ChangeSince2014Percent,0.13133369863619082
repVotePercent2020,agriculturalLandChangeSince2017Percent,0.13117689322217538
repVotePercent2024,populationChangeSince2014,0.13104596697987225
k12FundingADM,over65ChangeSince2014Percent,0.1306794379537823
perCapitaIncomeAsPercentofStatePCI,agriculturalLandChangeSince2017Percent,0.1303488758582499
perCapitaIncome,agriculturalLandChangeSince2017Percent,0.1303488758582499
repVotePercent2012,agriculturalLandChangeSince2017Percent,0.12994320762796
medicaidEnrollmentTraditionalPercent,preKEnrollment2022Percent,0.12980002659330264
demVotePercent2016,medianAgeChangePercent,0.12969068359627076
localSalesTaxRate,propertyTaxPerCapita,0.12939252119735767
Lat,preKEnrollment2023Percent,0.12927410314241966
computingDeviceAccess2022Percent,under18ChangeSince2014Percent,0.12924028413805638
repVotePercent2016,computingDeviceAccess2022Percent,0.12844135755616445
PropertyValuationPerCapita,uninsuredResidents2021Percent,0.1280217526494966
adultsWithoutHSDiplomaPercent,over65in2024Percent,0.12802010703959088
k12FundingADM,veteranPercent,0.1275365006569184
medicaidEnrollmentTraditionalPercent,agriculturalLandChangeSince2017Percent,0.12724853810676265
demVotePercent2008,puvValuationDeferred,0.12665992465081172
Area (Square Mile),localSalesTaxRate,0.1265994959616256
propertyTaxLevy,uninsuredResidents2020Percent,0.12657645684301574
Area (Square Mile),childPovertyPercent,0.1259883419258801
localSalesTaxRate,PropertyValuationPerCapita,0.12594649187202547
Area (Square Mile),veteranPercent,0.12448834653492928
localSalesTaxRate,medicaidEnrollmentExpansionPercent,0.12437636539074683
Lat,k12FundingADM,0.12414520991575555
repVotePercent2000,agriculturalLandChangeSince2017Percent,0.1239057736307398
youthOpportunity2022Percent,agriculturalLandChangeSince2017Percent,0.12359573640647022
adultsWithoutHSDiplomaPercent,medianAgeChangePercent,0.12337566854894809
perCapitaIncomeAsPercentofStatePCI,veteranPercent,0.12246622509629052
perCapitaIncome,veteranPercent,0.12246622509629052
agriculturalLandAcres,populationPercentOfState,0.12229951520524922
agriculturalLandAcres,population,0.12204684122620493
adultsWithoutHSDiplomaPercent,over65ChangeSince2014Percent,0.12201398916773067
youthOpportunity2019Percent,over65in2024Percent,0.12160301550142467
adultsWithoutHSDiplomaPercent,medianAge,0.12124131715100292
medicaidEnrollmentExpansionPercent,medianAge,0.12114812563155782
Lat,medianAge,0.12088709399120476
demVotePercent2024,broadbandInternetAccess2022Percent,0.120326477801147
repVotePercent2016,agriculturalLandChangeSince2017Percent,0.12024608991781614
localSalesTaxRate,adultsWithoutHSDiplomaPercent,0.11998501109216338
medicaidEnrollmentTraditionalPercent,preKEnrollment2023Percent,0.11978177579540109
Lat,numberOfFarms,0.1189061502531542
perCapitaIncome,numberOfFarmsChangeSince2017Percent,0.11882793135578226
perCapitaIncomeAsPercentofStatePCI,numberOfFarmsChangeSince2017Percent,0.11882793135578226
Area (Square Mile),drugOverdoseEmergenciesPerHundredThousand,0.1179762559863922
puvValuationDeferred,adultsWithoutHSDiplomaPercent,0.11725175356593817
repVotePercent2000,under18ChangeSince2014Percent,0.11650746640047269
demVotePercent2024,medicaidEnrollmentExpansionPercent,0.11629867380016744
localSalesTaxRate,overDoseDeathsPerHundredThousand,0.11600529318840952
demVotePercent2000,uninsuredResidents2020Percent,0.11584363466459138
demVotePercent2012,puvValuationDeferred,0.11406142703737143
demVotePercent2020,adultsWithoutHSDiplomaPercent,0.11349409329449683
Area (Square Mile),uninsuredResidents2021Percent,0.11336062121333564
Lat,youthOpportunity2022Percent,0.1131825419770842
uninsuredResidents2021Percent,numberOfFarmsChangeSince2017Percent,0.11307012246867659
repVotePercent2024,medicaidEnrollmentExpansionPercent,0.11224738478294809
demVotePercent2024,youthOpportunity2019Percent,0.11196562190537328
youthOpportunity2022Percent,veteranPercent,0.11184559736262688
Gdp2021,veteranPercent,0.11016886886818042
educationalAttainmentGoal2030,agriculturalLandAcres,0.10944674219793257
Area (Square Mile),educationalAttainmentPercent,0.10853273765302808
repVotePercent2000,populationPercentOfState,0.1081872006655274
repVotePercent2000,population,0.10814191001795302
repVotePercent2024,youthOpportunity2019Percent,0.10744474277890415
gdp2022,veteranPercent,0.10695301873404525
drugOverdoseEmergenciesPerHundredThousand,preKEnrollment2023Percent,0.10648494816443525
repVotePercent2020,puvDeferredShare,0.10625368413516813
demVotePercent2004,perCapitaIncomeAsPercentofStatePCI,0.10545114447297096
demVotePercent2004,perCapitaIncome,0.10545114447297096
localSalesTaxRate,uninsuredResidents2020Percent,0.10501466051317634
overDoseDeathsPerHundredThousand,medianAgeChangePercent,0.10452702978907376
k12FundingADM,numberOfFarmsChangeSince2017Percent,0.1045264981622625
localSalesTaxRate,propertyTaxRate,0.10385292961157988
demVotePercent2000,numberOfFarmsChangeSince2017Percent,0.10336698104447276
drugOverdoseEmergenciesPerHundredThousand,broadbandInternetAccess2019Percent,0.10302379958611102
Gdp2021,agriculturalLandAcres,0.10295587290054097
k12Funding,agriculturalLandAcres,0.1028058801461747
foodInsecurity2021Percent,numberOfFarmsChangeSince2017Percent,0.10244300235350912
Lat,computingDeviceAccess2022Percent,0.10242774619091628
broadbandInternetAccess2022Percent,veteranPercent,0.10194720760720075
gdp2022,agriculturalLandAcres,0.10115742598123753
overDoseDeathsPerHundredThousand,preKEnrollment2022Percent,0.1009613099373938
repVotePercent2020,medianAgeChangePercent,0.1004611290416996
overDoseDeathsPerHundredThousand,numberOfFarms,0.0998094469164702
repVotePercent2004,preKEnrollment2023Percent,0.0994890838615489
demVotePercent2020,broadbandInternetAccess2019Percent,0.09947217199993741
repVotePercent2004,perCapitaIncomeAsPercentofStatePCI,0.09935768774763395
repVotePercent2004,perCapitaIncome,0.09935768774763395
localSalesTaxRate,uninsuredResidents2021Percent,0.09911642584547947
childPovertyPercent,medianAge,0.09899451790024809
veteranPercent,under18ChangeSince2014Percent,0.09848057501872265
demVotePercent2024,populationChangeSince2014,0.09803458449146986
repVotePercent2020,broadbandInternetAccess2019Percent,0.09632202683995525
propertyTaxTotalLevy,agriculturalLandAcres,0.0961210740330679
propertyTaxPerCapita,numberOfFarmsChangeSince2017Percent,0.09508998040036425
propertyTaxRate,veteranPercent,0.09464015430489765
overDoseDeathsPerHundredThousand,Gdp2021,0.09462546131119647
repVotePercent2008,foodInsecurity2022Percent,0.09435033543157058
drugOverdoseEmergenciesPerHundredThousand,medianAgeChangePercent,0.09418883845932538
medicaidEnrollmentTraditionalPercent,over65ChangeSince2014Percent,0.09320703756271743
overDoseDeathsPerHundredThousand,gdp2022,0.09287472270433965
uninsuredResidents2021Percent,agriculturalLandChangeSince2017Percent,0.09192749707881177
demVotePercent2004,uninsuredResidents2020Percent,0.09192096788494053
drugOverdoseEmergenciesPerHundredThousand,populationChangeSince2014,0.09176917703451162
Lat,adultsWithoutHSDiplomaPercent,0.09164784372908083
demVotePercent2008,preKEnrollment2022Percent,0.08963064619486535
localSalesTaxRate,agriculturalLandAcres,0.08846091920247545
agriculturalLandAcres,veteranPercent,0.08838324723697373
repVotePercent2016,adultsWithoutHSDiplomaPercent,0.08762350798207598
veteranPercent,populationChangeSince2014,0.08748507711417569
propertyTaxPerCapita,agriculturalLandChangeSince2017Percent,0.08720830795275065
repVotePercent2004,educationalAttainmentPercent,0.08693684071960714
repVotePercent2024,broadbandInternetAccess2022Percent,0.08676820470222188
demVotePercent2004,veteranPercent,0.08606155226231314
demVotePercent2024,numberOfFarmsChangeSince2017Percent,0.08553830250971886
repVotePercent2000,educationalAttainmentGoal2030,0.08543222353400408
demVotePercent2012,preKEnrollment2022Percent,0.08521735905836869
Long,medicaidEnrollmentExpansionPercent,0.08497945385301674
Lat,puvValuationDeferred,0.08439720555688082
demVotePercent2008,medianAgeChangePercent,0.08414970635210905
overDoseDeathsPerHundredThousand,populationPercentOfState,0.08350858481784927
overDoseDeathsPerHundredThousand,population,0.08336166454071783
PropertyValuationPerCapita,numberOfFarmsChangeSince2017Percent,0.08275289421735917
numberOfFarmsChangeSince2017Percent,over65in2024Percent,0.08256803834388718
Lat,averageWeeklyWage,0.08164866887278532
Lat,averageWeeklyWageAsPercentofStateAverage,0.08164866887278532
repVotePercent2000,propertyTaxTotalLevy,0.08120587775920922
demVotePercent2004,numberOfFarmsChangeSince2017Percent,0.0803391126117963
educationalAttainmentGoal2030,adultsWithoutHSDiplomaPercent,0.0802617102670439
computingDeviceAccess2022Percent,medianAge,0.08000519125594845
localSalesTaxRate,propertyTaxLevy,0.07965999974595894
demVotePercent2000,overDoseDeathsPerHundredThousand,0.07936063643684371
repVotePercent2000,veteranPercent,0.07916472652175612
adultsWithoutHSDiplomaPercent,k12Funding,0.07870554061775814
demVotePercent2024,adultsWithoutHSDiplomaPercent,0.07865061359397973
broadbandInternetAccess2022Percent,medianAge,0.0777092625459131
repVotePercent2012,foodInsecurity2022Percent,0.07736341679237253
Lat,localSalesTaxRate,0.07720668654508457
propertyTaxLevy,averageWeeklyWage,0.07650507201095152
propertyTaxLevy,averageWeeklyWageAsPercentofStateAverage,0.07650507201095152
propertyTaxLevy,Gdp2021,0.07648267648635998
propertyTaxLevy,gdp2022,0.07584515781325606
demVotePercent2024,PropertyValuationPerCapita,0.07491101807141626
propertyTaxTotalLevy,adultsWithoutHSDiplomaPercent,0.07480119446874017
foodInsecurity2021Percent,under18ChangeSince2014Percent,0.07439108625664317
Long,Gdp2021,0.07438531112614093
averageWeeklyWageAsPercentofStateAverage,agriculturalLandAcres,0.0742192889225098
averageWeeklyWage,agriculturalLandAcres,0.0742192889225098
preKEnrollment2023Percent,numberOfFarmsChangeSince2017Percent,0.07419289548301379
Long,gdp2022,0.07368672861436344
educationalAttainmentPercent,veteranPercent,0.07321762630525526
demVotePercent2020,puvDeferredShare,0.07255200737375407
uninsuredResidents2021Percent,under18ChangeSince2014Percent,0.07243797936408881
uninsuredResidents2021Percent,veteranPercent,0.07188866837614245
demVotePercent2020,numberOfFarmsChangeSince2017Percent,0.0716275282778737
Long,k12Funding,0.0715619647189939
Long,overDoseDeathsPerHundredThousand,0.07149112890824401
under18Percent,populationChangeSince2014,0.07135293235245556
repVotePercent2024,medianAgeChangePercent,0.07087360984323113
demVotePercent2012,veteranPercent,0.07038347497424449
repVotePercent2012,propertyTaxPerCapita,0.06969853446538671
repVotePercent2000,k12Funding,0.0687566222041308
demVotePercent2016,numberOfFarmsChangeSince2017Percent,0.06856419987888702
demVotePercent2020,broadbandInternetAccess2022Percent,0.06845922296717491
preKEnrollment2022Percent,perCapitaIncomeAsPercentofStatePCI,0.06845591619743653
preKEnrollment2022Percent,perCapitaIncome,0.06845591619743653
demVotePercent2016,foodInsecurity2021Percent,0.06720224938514416
localSalesTaxRate,medicaidEnrollmentTraditionalPercent,0.0667003362271632
foodInsecurity2022Percent,under18ChangeSince2014Percent,0.06551333048883778
demVotePercent2008,numberOfFarmsChangeSince2017Percent,0.06550357654933406
k12FundingADM,numberOfFarms,0.06529494986342214
propertyTaxLevy,k12Funding,0.06457134707976318
propertyTaxRate,averageWeeklyWage,0.06455137388785494
propertyTaxRate,averageWeeklyWageAsPercentofStateAverage,0.06455137388785494
overDoseDeathsPerHundredThousand,broadbandInternetAccess2022Percent,0.06404591992071895
broadbandInternetAccess2019Percent,medianAge,0.06392247506355428
childPovertyPercent,numberOfFarmsChangeSince2017Percent,0.06382789667987307
demVotePercent2008,veteranPercent,0.06366424387273735
medicaidEnrollmentTraditionalPercent,over65in2024Percent,0.0628540678758324
repVotePercent2020,medicaidEnrollmentExpansionPercent,0.06282587422969392
demVotePercent2008,preKEnrollment2023Percent,0.06232696430163017
overDoseDeathsPerHundredThousand,agriculturalLandAcres,0.06214062448151002
repVotePercent2008,foodInsecurity2021Percent,0.06208459267584031
demVotePercent2012,medianAgeChangePercent,0.06166740620790974
Lat,over65in2024Percent,0.06115485829183496
overDoseDeathsPerHundredThousand,educationalAttainmentGoal2030,0.06104438491667607
Lat,gdp2022,0.06040449948611629
Lat,Gdp2021,0.06037080174790934
adultsWithoutHSDiplomaPercent,populationPercentOfState,0.060319068622278746
adultsWithoutHSDiplomaPercent,population,0.05991524082373548
repVotePercent2016,propertyTaxPerCapita,0.058706092197629484
repVotePercent2000,Gdp2021,0.058584042990430296
educationalAttainmentGoal2030,veteranPercent,0.05836724366613967
veteranPercent,populationPercentOfState,0.05830282635496759
demVotePercent2012,preKEnrollment2023Percent,0.0582754124705575
veteranPercent,population,0.057905690214452396
propertyTaxRate,Gdp2021,0.05781648696852552
repVotePercent2000,gdp2022,0.05780465094032626
Long,educationalAttainmentGoal2030,0.05705951709548471
repVotePercent2020,youthOpportunity2019Percent,0.056820576430531136
propertyTaxTotalLevy,overDoseDeathsPerHundredThousand,0.05673522214836052
